"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72259003927","2015-01-01","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  33.3","24","  27.3","24","1028.4","19","005.6","24","  6.6","24","  5.8","24"," 11.1","999.9","  36.0"," ","  30.9"," "," 0.00","G","999.9","011000"
"72259003927","2015-01-02","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  37.1","24","  35.8","24","1021.7","13","999.7","24","  5.1","24","  7.4","24"," 12.0","999.9","  39.9"," ","  32.0"," "," 0.59","G","999.9","010000"
"72259003927","2015-01-03","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  42.0","24","  38.0","24","1013.6","19","992.3","24","  7.9","24","  7.6","24"," 12.0","999.9","  54.0"," ","  36.0"," "," 0.70","G","999.9","010010"
"72259003927","2015-01-04","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  38.5","24","  25.9","24","1026.5","24","004.9","24"," 10.0","24"," 13.7","24"," 24.1"," 31.1","  54.0"," ","  28.0"," "," 0.33","G","999.9","000000"
"72259003927","2015-01-05","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  31.8","24","  16.8","24","1037.3","24","014.5","24"," 10.0","24","  6.8","24"," 11.1","999.9","  46.0"," ","  21.0"," "," 0.00","G","999.9","000000"
"72259003927","2015-01-06","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  41.6","24","  28.6","24","1027.9","24","005.9","24"," 10.0","24","  7.4","24"," 15.9","999.9","  57.9"," ","  23.2"," "," 0.00","G","999.9","000000"
"72259003927","2015-01-07","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  37.8","24","  22.6","24","1034.0","24","012.6","24"," 10.0","24"," 15.2","24"," 27.0"," 35.9","  57.9"," ","  30.0"," "," 0.00","G","999.9","000000"
"72259003927","2015-01-08","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  25.0","24","   4.7","24","1038.3","24","014.9","24"," 10.0","24"," 11.3","24"," 20.0"," 28.0","  39.9"," ","  16.0"," "," 0.00","G","999.9","000000"
"72259003927","2015-01-09","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  33.1","24","  15.3","24","1030.4","24","008.4","24"," 10.0","24","  9.2","24"," 15.9"," 20.0","  39.0"," ","  16.0"," "," 0.00","G","999.9","000000"
"72259003927","2015-01-10","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  33.2","24","  10.4","24","1032.9","24","010.4","24","  9.7","24","  7.6","24"," 13.0","999.9","  39.0"," ","  27.1"," "," 0.00","G","999.9","010000"
"72259003927","2015-01-11","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  35.1","24","  32.9","24","1024.2","17","002.1","24","  6.2","24","  7.0","24","  9.9","999.9","  42.1"," ","  31.1"," "," 0.40","G","999.9","010000"
"72259003927","2015-01-12","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  41.5","24","  37.5","24","1025.4","17","002.7","24","  6.9","24","  9.3","24"," 18.1"," 20.0","  44.1"," ","  33.1"," "," 0.02","G","999.9","010000"
