"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72259003927","2013-01-01","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  43.5","24","  38.9","24","1020.0","21","998.0","24","  8.3","24","  8.5","24"," 17.1","999.9","  48.9"," ","  37.9"," "," 0.19","G","999.9","010000"
"72259003927","2013-01-02","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  35.6","24","  27.1","24","1025.6","22","003.6","24","  8.9","24","  8.0","24"," 12.0","999.9","  46.0"," ","  30.9"," "," 0.01","G","999.9","000000"
"72259003927","2013-01-03","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  37.2","24","  25.8","24","1028.5","24","006.4","24"," 10.0","24","  6.5","24"," 13.0","999.9","  48.9"," ","  28.0"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-04","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  43.2","24","  28.9","24","1031.1","24","009.2","24"," 10.0","24","  3.3","24","  7.0","999.9","  50.0"," ","  29.1"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-05","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  45.1","24","  34.2","24","1026.5","24","004.8","24"," 10.0","24","  6.7","24"," 11.1"," 15.9","  54.0"," ","  35.1"," "," 0.00","G","999.9","010000"
"72259003927","2013-01-06","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  43.1","24","  29.8","24","1026.5","24","004.6","24","  9.9","24","  6.8","24"," 13.0","999.9","  57.0"," ","  33.1"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-07","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  42.1","24","  26.8","24","1025.7","24","003.8","24"," 10.0","24","  3.3","24","  9.9","999.9","  57.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-08","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  47.4","24","  36.7","24","1018.7","19","996.5","24","  8.1","24","  5.4","24","  9.9","999.9","  48.9","*","  44.6","*"," 0.00","G","999.9","010000"
"72259003927","2013-01-09","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  50.8","24","  48.8","24","1017.5","19","996.2","24","  5.3","24"," 10.1","24"," 22.0"," 28.0","  57.0"," ","  44.1"," "," 2.52","G","999.9","010000"
"72259003927","2013-01-10","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  56.0","24","  50.9","24","1013.7","17","992.6","24","  7.1","24"," 10.3","24"," 22.0","999.9","  57.9"," ","  48.0"," "," 0.99","G","999.9","010000"
"72259003927","2013-01-11","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  55.1","24","  44.6","24","1011.7","24","990.4","24"," 10.0","24"," 10.8","24"," 19.0"," 24.1","  71.1"," ","  46.0"," "," 0.04","G","999.9","000000"
"72259003927","2013-01-12","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  61.6","24","  56.3","24","1008.0","18","987.0","24","  7.5","24","  9.5","24"," 26.0"," 28.9","  71.1"," ","  42.1"," "," 0.00","G","999.9","110000"
"72259003927","2013-01-13","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  36.9","24","  24.6","24","1017.9","24","996.1","24"," 10.0","24"," 16.2","24"," 26.0","999.9","  43.0","*","  32.0","*"," 0.10","G","999.9","010000"
"72259003927","2013-01-14","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  34.7","24","  18.5","24","1025.0","24","003.0","24"," 10.0","24"," 11.7","24"," 17.1"," 22.0","  46.0"," ","  28.9"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-15","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  34.9","24","  24.3","24","1022.7","22","000.8","24","  8.8","24","  9.4","24"," 13.0"," 19.0","  46.0"," ","  29.1"," "," 0.00","G","999.9","011110"
"72259003927","2013-01-16","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  36.1","24","  18.9","24","1023.7","24","001.7","24"," 10.0","24","  7.8","24"," 12.0","999.9","  48.9"," ","  26.1"," "," 0.05","G","999.9","000000"
"72259003927","2013-01-17","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  45.6","24","  23.7","24","1026.7","24","004.8","24"," 10.0","24","  6.2","24"," 11.1"," 19.0","  61.0"," ","  27.1"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-18","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  47.0","24","  30.5","24","1031.1","24","009.3","24"," 10.0","24","  5.5","24"," 12.0"," 19.0","  62.1"," ","  30.9"," "," 0.00","G","999.9","000000"
"72259003927","2013-01-19","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  50.8","24","  36.3","24","1023.6","24","002.0","24"," 10.0","24","  9.3","24"," 17.1"," 22.9","  66.9"," ","  34.0"," "," 0.00","G","999.9","000000"
