"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72259003927","2017-01-01","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  53.2","24","  42.2","24","1010.3","23","989.1","24","  9.5","24","  5.7","24"," 15.0","999.9","  73.9"," ","  43.0"," "," 0.00","G","999.9","010000"
"72259003927","2017-01-02","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  62.7","24","  54.4","24","1008.5","21","987.4","24","  8.0","24","  7.8","24"," 27.0"," 40.0","  73.0"," ","  43.0"," "," 0.49","G","999.9","010010"
"72259003927","2017-01-03","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  55.5","24","  41.7","24","1013.2","23","992.5","24"," 10.0","24"," 11.7","24"," 21.0"," 25.1","  73.0"," ","  42.1"," "," 0.08","G","999.9","000000"
"72259003927","2017-01-04","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  36.6","24","  21.1","24","1022.1","24","000.1","24"," 10.0","24"," 10.9","24"," 19.0","999.9","  42.1","*","  32.0","*"," 0.00","G","999.9","000000"
"72259003927","2017-01-05","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  35.8","24","  26.4","24","1015.2","22","993.4","24","  9.2","24","  8.6","24"," 21.0"," 25.1","  39.9"," ","  32.0"," "," 0.00","G","999.9","000000"
"72259003927","2017-01-06","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  26.2","24","  13.8","24","1024.2","22","002.3","24","  8.8","24"," 15.8","24"," 19.0"," 24.1","  39.9"," ","  21.9"," "," 0.00","G","999.9","001000"
"72259003927","2017-01-07","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  23.3","24","  11.5","24","1038.1","24","015.2","24"," 10.0","24","  6.8","24"," 15.9","999.9","  39.9"," ","  14.0"," "," 0.01","G","999.9","000000"
"72259003927","2017-01-08","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  32.7","24","  13.4","24","1038.0","24","015.1","24","  9.9","24","  7.5","24"," 19.0"," 25.1","  48.9"," ","  14.0"," "," 0.00","G","999.9","000000"
"72259003927","2017-01-09","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  47.0","24","  32.1","24","1026.7","24","004.3","24"," 10.0","24"," 13.4","24"," 26.0"," 34.0","  68.0","*","  36.0","*"," 0.00","G","999.9","000000"
"72259003927","2017-01-10","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  66.2","24","  50.8","24","1013.7","24","992.6","24"," 10.0","24"," 16.0","24"," 24.1"," 33.0","  79.0","*","  59.0","*"," 0.00","G","999.9","000000"
"72259003927","2017-01-11","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  66.6","24","  52.8","24","1011.5","24","990.4","24"," 10.0","24"," 14.4","24"," 25.1"," 35.0","  80.1"," ","  55.9"," "," 0.00","G","999.9","000000"
