"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72259003927","2011-01-01","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  40.3","24","  15.1","24","1019.2","24","997.6","24"," 10.0","24","  8.9","24"," 14.0"," 20.0","  48.9","*","  32.0","*"," 0.00","G","999.9","000000"
"72259003927","2011-01-02","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  35.3","24","  14.7","24","1027.5","24","005.4","24"," 10.0","24","  3.6","24","  7.0","999.9","  48.9"," ","  25.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-03","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  42.4","24","  22.3","24","1022.4","24","000.5","24"," 10.0","24","  7.6","24"," 18.1"," 22.0","  60.1"," ","  25.2"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-04","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  49.1","24","  36.7","24","1017.5","22","996.3","24"," 10.0","24","  6.5","24"," 13.0","999.9","  60.1"," ","  32.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-05","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  46.8","24","  35.6","24","1015.2","24","993.6","24"," 10.0","24","  5.1","24"," 12.0","999.9","  57.9"," ","  33.1"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-06","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  48.3","24","  28.7","24","1017.9","24","996.3","24"," 10.0","24","  7.8","24"," 11.1","999.9","  63.0"," ","  36.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-07","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  51.2","24","  28.0","24","1012.0","24","990.6","24"," 10.0","24","  6.0","24","  8.9","999.9","  66.9"," ","  36.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-08","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  46.3","24","  25.3","24","1013.1","24","991.7","24"," 10.0","24","  7.6","24"," 11.1","999.9","  66.9"," ","  35.1"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-09","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  40.6","24","  30.3","24","1011.8","19","990.4","24","  7.6","24","  9.0","24"," 15.9"," 25.1","  53.1"," ","  33.1"," "," 0.24","G","999.9","111000"
"72259003927","2011-01-10","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  30.6","24","  27.1","24","1017.9","19","995.8","24","  8.4","24","  6.6","24"," 13.0"," 18.1","  34.0","*","  28.4","*"," 1.03","G","999.9","011000"
"72259003927","2011-01-11","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  28.8","24","  18.6","24","1033.8","22","010.3","24"," 10.0","24"," 12.2","24"," 17.1"," 25.1","  35.1"," ","  21.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-12","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  27.6","24","  12.6","24","1040.1","24","017.5","24"," 10.0","24","  6.4","24"," 11.1","999.9","  34.0"," ","  23.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-13","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  29.8","24","  15.0","24","1037.1","24","014.6","24"," 10.0","24","  4.7","24"," 11.1","999.9","  39.0"," ","  23.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-14","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  37.0","24","  23.1","24","1027.5","24","005.4","24"," 10.0","24","  7.8","24"," 11.1","999.9","  46.9"," ","  23.0"," "," 0.00","G","999.9","000000"
"72259003927","2011-01-15","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  43.6","24","  36.1","24","1024.8","19","003.0","24","  6.8","24","  4.0","24","  9.9","999.9","  48.0"," ","  27.1"," "," 0.02","G","999.9","010000"
"72259003927","2011-01-16","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  45.6","24","  44.5","24","1018.0","15","996.6","24","  2.4","24","  5.1","24"," 12.0","999.9","  48.0"," ","  39.9"," "," 0.18","G","999.9","110000"
"72259003927","2011-01-17","32.8978","-97.0189","170.7","DAL FTW WSCMO AIRPORT, TX US","  47.6","24","  44.9","24","1010.5","20","989.5","24","  3.2","24","  6.2","24"," 15.0","999.9","  57.9"," ","  44.1"," "," 0.01","G","999.9","010000"
